,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
13756,DS,2010.0,Misc,Ubisoft,0.04,0.0,0.0,0.04
13758,PSP,2009.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.04
13760,PSP,2013.0,Sports,Sega,0.0,0.0,0.04,0.04
13768,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.04
13774,DS,2009.0,Simulation,Ubisoft,0.04,0.0,0.0,0.04
13788,DS,2007.0,Misc,Ubisoft,0.0,0.04,0.0,0.04
13791,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.04
13801,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.04
13805,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.04
13807,Wii,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.04
13811,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.04
13813,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.04
13825,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.04
13831,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.04
13833,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.04
13836,PC,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.04
13840,DS,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.04
13851,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.04
13852,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.04
13860,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
13874,PC,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.04
13889,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.04
13893,PSP,2005.0,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.04
13894,PSP,2006.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.04
13901,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
13904,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.04
13905,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.04
13920,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
13922,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
13932,PSP,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.04
13935,DS,2006.0,Shooter,Activision,0.03,0.0,0.0,0.04
13941,DS,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.04
13947,DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.04,0.04
13957,DS,2008.0,Simulation,Konami Digital Entertainment,0.03,0.0,0.0,0.04
14012,DS,2007.0,Misc,Sega,0.0,0.0,0.04,0.04
14015,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.04
14022,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.04
14028,PC,2009.0,Strategy,Ubisoft,0.0,0.03,0.0,0.04
14051,PC,2010.0,Role-Playing,Sega,0.0,0.03,0.0,0.04
14054,PC,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.04
14057,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.04
14058,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.04
14060,DS,2010.0,Simulation,Ubisoft,0.03,0.0,0.0,0.04
14072,DS,2005.0,Role-Playing,Konami Digital Entertainment,0.03,0.0,0.0,0.04
14089,PC,2003.0,Shooter,Activision,0.0,0.03,0.0,0.04
14095,PC,2014.0,Role-Playing,Ubisoft,0.0,0.03,0.0,0.04
14096,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
14118,PSP,2009.0,Puzzle,Sega,0.0,0.0,0.03,0.03
14121,PSP,2006.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.03
14126,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14131,PSP,2007.0,Racing,THQ,0.03,0.0,0.0,0.03
14151,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14166,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.03
14174,Wii,2007.0,Misc,Ubisoft,0.0,0.03,0.0,0.03
14177,PSP,2006.0,Role-Playing,Ubisoft,0.03,0.0,0.0,0.03
14182,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14189,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14192,DS,2005.0,Misc,Nintendo,0.01,0.0,0.02,0.03
14199,PSP,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14204,PC,2009.0,Shooter,THQ,0.0,0.03,0.0,0.03
14215,Wii,2013.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.03
14219,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.03
14235,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.03
14238,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.03
14239,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14243,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.03
14260,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.03,0.03
14263,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.03
14265,PC,2006.0,Strategy,Sega,0.0,0.03,0.0,0.03
14272,DS,2010.0,Misc,Ubisoft,0.03,0.0,0.0,0.03
14294,DS,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.03
14305,PSP,2007.0,Platform,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14333,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.03
14341,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.03
14343,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14361,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.03
14366,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.03
14367,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.03
14376,Wii,2007.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.03
14388,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.03
14395,PC,2007.0,Action,THQ,0.01,0.01,0.0,0.03
14407,PC,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.03
14413,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.03
14422,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14423,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14435,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14439,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.03
14444,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.03
14449,DS,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14450,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.03
14453,Wii,2011.0,Misc,Konami Digital Entertainment,0.0,0.03,0.0,0.03
14454,Wii,2008.0,Misc,Ubisoft,0.0,0.03,0.0,0.03
14468,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14478,PSP,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14480,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.03
14495,DS,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14499,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14506,DS,2009.0,Adventure,Sega,0.0,0.0,0.03,0.03
14510,PC,2011.0,Misc,THQ,0.03,0.0,0.0,0.03
14519,DS,2009.0,Simulation,Ubisoft,0.01,0.01,0.0,0.03
14520,PSP,2006.0,Strategy,Ubisoft,0.02,0.01,0.0,0.03
14530,PC,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.03
14539,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.03
14546,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14547,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.03
14550,DS,2009.0,Racing,Activision,0.03,0.0,0.0,0.03
14563,DS,2007.0,Adventure,THQ,0.03,0.0,0.0,0.03
14565,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.03,0.0,0.03
14569,PC,2009.0,Simulation,THQ,0.0,0.02,0.0,0.03
14570,DS,2008.0,Action,Activision,0.02,0.0,0.0,0.03
14572,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14573,PSP,2007.0,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.03
14586,PC,2004.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.03
14587,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14598,Wii,2007.0,Racing,Ubisoft,0.01,0.01,0.0,0.03
14627,PC,2009.0,Action,Activision,0.01,0.01,0.0,0.03
14629,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14632,DS,2010.0,Misc,Nintendo,0.0,0.02,0.0,0.03
14644,DS,2009.0,Action,Sega,0.0,0.0,0.03,0.03
14654,PC,2008.0,Misc,Ubisoft,0.0,0.02,0.0,0.03
14655,PC,2004.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.03
14657,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.03
14662,DS,2005.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14663,PC,2006.0,Action,Ubisoft,0.0,0.02,0.0,0.03
14679,PC,2010.0,Misc,Namco Bandai Games,0.0,0.02,0.0,0.03
14695,PC,2008.0,Action,Ubisoft,0.0,0.02,0.0,0.03
14702,PC,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.03
14717,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14728,PC,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.03
14735,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14736,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.03
14744,PSP,2009.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14746,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14767,PC,2007.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.03
14772,DS,2006.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.03
14783,PC,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.03
14840,DS,2010.0,Simulation,Ubisoft,0.02,0.0,0.0,0.03
14854,PC,2009.0,Action,Electronic Arts,0.0,0.02,0.0,0.03
14862,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.03
14872,PC,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.03
14875,PC,2009.0,Action,Activision,0.02,0.0,0.0,0.03
14895,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14908,PSP,2006.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14916,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.02
14935,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.02
14940,PC,2007.0,Strategy,Ubisoft,0.01,0.01,0.0,0.02
14950,PSP,2005.0,Sports,Sega,0.0,0.0,0.02,0.02
14951,PSP,2007.0,Misc,Activision,0.02,0.0,0.0,0.02
14967,PSP,2006.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.02
14980,DS,2010.0,Adventure,Sega,0.0,0.0,0.02,0.02
15004,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.02
15013,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.02
15014,PC,2007.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.02
15021,Wii,2014.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.02
15023,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.02
15032,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.02
15054,DS,2007.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15061,DS,2006.0,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.02
15064,Wii,2009.0,Adventure,Sega,0.0,0.0,0.02,0.02
15084,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15087,PC,2009.0,Strategy,Ubisoft,0.0,0.02,0.0,0.02
15089,PC,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.02
15105,PC,2008.0,Shooter,THQ,0.0,0.02,0.0,0.02
15109,PC,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.02
15113,PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.02
15122,PC,2009.0,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.02
15127,PC,2009.0,Action,Activision,0.02,0.0,0.0,0.02
15138,PC,2014.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.02
15143,PC,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.02
15182,PC,2005.0,Shooter,Activision,0.0,0.02,0.0,0.02
15205,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.02
15206,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.02
15221,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15229,PC,2004.0,Role-Playing,Ubisoft,0.0,0.02,0.0,0.02
15231,PC,2005.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.02
15232,PC,2008.0,Strategy,Electronic Arts,0.0,0.02,0.0,0.02
15236,PSP,2007.0,Puzzle,Sega,0.0,0.0,0.02,0.02
15246,PSP,2006.0,Strategy,Sega,0.0,0.0,0.02,0.02
15254,DS,2007.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15257,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.02
15272,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.02
15291,PC,2009.0,Strategy,Sega,0.0,0.02,0.0,0.02
15299,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15302,PC,2007.0,Platform,Activision,0.02,0.0,0.0,0.02
15329,PC,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.02
15356,Wii,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.02
15368,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.02
15370,Wii,2007.0,Adventure,Ubisoft,0.0,0.02,0.0,0.02
15375,PSP,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.02
15377,PC,2006.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.02
15386,PSP,2006.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.02
15389,PC,2012.0,Racing,Namco Bandai Games,0.0,0.02,0.0,0.02
15391,PSP,2006.0,Misc,Sega,0.0,0.0,0.02,0.02
15423,PC,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.02
15427,PC,2006.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.02
15429,PC,2006.0,Sports,Sega,0.0,0.02,0.0,0.02
15431,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.02
15443,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.02
15444,DS,2007.0,Puzzle,Activision,0.02,0.0,0.0,0.02
15450,DS,2014.0,Action,Namco Bandai Games,0.02,0.0,0.0,0.02
15459,PSP,2008.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.02
15462,PC,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.02
15477,PSP,2013.0,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.02
15480,PC,2009.0,Shooter,Activision,0.02,0.0,0.0,0.02
15485,PC,2008.0,Strategy,THQ,0.0,0.02,0.0,0.02
15510,PC,2003.0,Adventure,Ubisoft,0.0,0.02,0.0,0.02
15516,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.02
15522,PC,2011.0,Racing,Ubisoft,0.0,0.01,0.0,0.02
15556,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.02
15572,PC,2015.0,Action,Ubisoft,0.0,0.02,0.0,0.02
15588,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.02
15601,PC,2008.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.02
15605,PC,2010.0,Shooter,Activision,0.02,0.0,0.0,0.02
15616,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.02
15636,Wii,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.02
15669,PSP,2010.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15680,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15682,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15699,PC,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.02
15709,PSP,2013.0,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.02
15745,PC,2006.0,Action,Activision,0.0,0.01,0.0,0.02
15747,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.02
15750,PC,2006.0,Simulation,Ubisoft,0.01,0.0,0.0,0.02
15751,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.02
15759,DS,2010.0,Puzzle,Konami Digital Entertainment,0.01,0.0,0.0,0.02
15795,PC,2006.0,Simulation,Ubisoft,0.0,0.01,0.0,0.02
15797,PC,2008.0,Platform,THQ,0.0,0.01,0.0,0.02
15802,DS,2009.0,Sports,Electronic Arts,0.0,0.01,0.0,0.02
15805,DS,2007.0,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.02
15807,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.02
15818,PC,2010.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.02
15819,PC,2005.0,Action,THQ,0.01,0.0,0.0,0.02
15827,DS,2008.0,Misc,Sega,0.0,0.0,0.02,0.02
15837,PC,2007.0,Sports,Electronic Arts,0.0,0.01,0.0,0.02
15838,DS,2007.0,Action,THQ,0.02,0.0,0.0,0.02
15840,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.02
15841,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.02
15843,DS,2010.0,Misc,Nintendo,0.0,0.0,0.02,0.02
15853,DS,2005.0,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.02
15859,Wii,2012.0,Action,Activision,0.0,0.01,0.0,0.02
15880,PC,2003.0,Strategy,Electronic Arts,0.01,0.0,0.0,0.02
15884,Wii,2010.0,Racing,Konami Digital Entertainment,0.01,0.0,0.0,0.02
15888,PC,2004.0,Sports,Sega,0.0,0.01,0.0,0.02
15895,PC,2007.0,Shooter,Activision,0.01,0.0,0.0,0.02
15897,PC,2015.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.02
15903,PSP,2006.0,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.02
15921,PSP,2006.0,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.02
15933,PSP,2009.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.02
15935,DS,2007.0,Simulation,Ubisoft,0.0,0.01,0.0,0.02
15966,DS,2008.0,Simulation,Sega,0.0,0.0,0.02,0.02
15983,DS,2007.0,Misc,Electronic Arts,0.0,0.0,0.01,0.01
15991,Wii,2008.0,Platform,Nintendo,0.0,0.01,0.0,0.01
15992,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.01
15995,PC,2009.0,Sports,Sega,0.0,0.01,0.0,0.01
16001,DS,2008.0,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.01
16010,PC,2006.0,Shooter,Ubisoft,0.0,0.01,0.0,0.01
16012,PSP,2007.0,Sports,Electronic Arts,0.01,0.0,0.0,0.01
16023,PSP,2006.0,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.01
16035,DS,2006.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.01
16047,PC,2006.0,Misc,Ubisoft,0.0,0.01,0.0,0.01
16077,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.01
16080,PC,2007.0,Sports,Sega,0.0,0.01,0.0,0.01
16102,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.01
16115,PC,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.01
16118,PC,2004.0,Sports,Sega,0.0,0.01,0.0,0.01
16130,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.01
16143,PC,2002.0,Action,Electronic Arts,0.0,0.01,0.0,0.01
16150,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.01
16151,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.01
16162,PC,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.01
16177,PC,2007.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.01
16186,PC,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.01
16189,PC,2013.0,Racing,Sega,0.0,0.01,0.0,0.01
16206,DS,2008.0,Misc,Ubisoft,0.0,0.01,0.0,0.01
16207,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.01
16218,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.01,0.01
16221,PC,2007.0,Action,Activision,0.01,0.0,0.0,0.01
16233,PC,2006.0,Role-Playing,Activision,0.01,0.0,0.0,0.01
16244,PC,2016.0,Racing,Namco Bandai Games,0.0,0.01,0.0,0.01
16248,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.01
16253,Wii,2007.0,Misc,Sega,0.0,0.0,0.01,0.01
16269,DS,2007.0,Action,Nintendo,0.0,0.0,0.01,0.01
16293,DS,2009.0,Simulation,Sega,0.01,0.0,0.0,0.01
16306,PSP,2007.0,Racing,Sega,0.0,0.01,0.0,0.01
16310,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.01
16321,DS,2007.0,Misc,Ubisoft,0.0,0.0,0.01,0.01
16329,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.01
16332,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,0.01
16339,PC,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.01
16351,PSP,2005.0,Sports,Sega,0.0,0.01,0.0,0.01
16352,PC,2007.0,Racing,THQ,0.0,0.01,0.0,0.01
16354,PC,2007.0,Racing,Activision,0.01,0.0,0.0,0.01
16384,PC,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.01
16386,PC,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.01
16394,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.01
16400,PC,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.01
16406,PC,2014.0,Action,Activision,0.0,0.01,0.0,0.01
16407,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.01
16408,PC,2007.0,Racing,Sega,0.0,0.01,0.0,0.01
16418,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.01,0.01
16420,PC,2006.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.01
16437,Wii,2010.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.01
16444,PC,2008.0,Action,Activision,0.01,0.0,0.0,0.01
16459,PC,2015.0,Sports,Ubisoft,0.0,0.01,0.0,0.01
16473,Wii,2008.0,Adventure,Nintendo,0.0,0.0,0.01,0.01
16501,PC,2010.0,Shooter,Activision,0.01,0.0,0.0,0.01
16514,DS,2008.0,Simulation,Ubisoft,0.0,0.0,0.01,0.01
16517,Wii,2007.0,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.01
16523,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.01
16525,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.01,0.01
16529,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.01
16537,PC,2012.0,Action,Activision,0.01,0.0,0.0,0.01
16539,PC,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.01
16544,DS,2007.0,Sports,Ubisoft,0.0,0.0,0.01,0.01
16558,PC,2007.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.01
16568,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.01,0.01
16591,PC,2004.0,Adventure,Ubisoft,0.01,0.0,0.0,0.01
